"DefectCodeId","DefectCode","Description","DefectGroup","ShortDescription","DefectOrigin","DefectStrLine","DefectEndLine"
280,"K57       ","MULTIPLE LINE SCRATCHES FROM S.K.P.","G70            ","Scratches","SKP  ",4120,4120
281,"L02       ","LINE SCRATCHES FROM Z-MILL","G70            ","Scratches","ZM   ",3610,3650
282,"L03       ","WRINKLES FROM S.K.P. 3310","G70            ","Wrinkles","SKP  ",3310,3310
283,"L11       ","GREASE STAINS FROM HOT AP","G70            ","Seperator Marks","RC   ",3320,3320
284,"L39       ","LEVELLER ROLL CAP ENTRY MARK","G70            ","Roll Mark","RF   ",3310,3310
285,"L40       ","PINCH ROLL CAP ENTRY MARK","G70            ","Roll Mark","RF   ",3310,3310
286,"L41       ","ROLLED BUGS FROM ANNEALING AND PICKLING","G70            ","Rolled Bugs","VAR  ",0,0
287,"L44       ","BURNER STAINS (CLOUDY NO DEFINITION)","G70            ","Stains","RF   ",3310,3310
288,"L45       ","FURNACE ROLL MARK FROM HOT AND/OR COLD AP (27-32)","G70            ","Roll Mark","RCF  ",3310,3320
289,"L46       ","FLATNESS ROLL MARK FROM COLD AP (42)","G70            ","Roll Mark","RF   ",3310,3310
290,"L47       ","BRIDLE ROLL MARK AP4-255/1-152/2-225/3-99","G70            ","Roll Mark","RCF  ",3310,3320
291,"L48       ","SQUEEGEE RM FROM HOT AND/OR COLD AP (35)AP3 =31","G70            ","Roll Mark","RCF  ",3310,3320
292,"L49       ","IMMERSION ROLL MARK FROM HOT AND/OR COLD AP  (95)","G70            ","Roll Mark","RCF  ",3310,3320
293,"L50       ","TENSIOMETER ROLL MARK FROM HOT AND/OR COLD AP(31)","G70            ","Roll Mark","RCF  ",3310,3320
295,"L55       ","ROLL MARK/SCALE BREAKER AP4 (9)","G70            ","Roll Mark","RCF  ",3340,3340
296,"L57       ","LINE SCRATCHES FROM HOT ANNEALING AND PICKLING","G70            ","Scratches","RC   ",3340,3340
297,"L58       ","ANTI-CRIMPING ROLL MARK FROM COLD AP (36)","G70            ","Roll Mark","RF   ",3310,3310
298,"L59       ","SCRATCHES FROM BRUSHES AT HAP OR CAP","G70            ","Scratches","RC   ",3310,3320
299,"L60       ","Flatness Roll Mark SKP II (55)","G70            ","SKP Roll Mark","SKP  ",4120,4120
300,"L61       ","Anti Crimping Roll Mark SKP II (31)","G70            ","SKP Roll Mark","SKP  ",4120,4120
301,"L62       ","Other Roll Mark SKP II","G70            ","SKP Roll Mark","SKP  ",4120,4120
302,"M44       ","SALT WATER STAINS","G99            ","Stains","VAR  ",0,0
303,"M48       ","ROLLED RUBBER FROM HOT AND/OR COLD AP","G70            ","Rolled Rubber","RC   ",3310,3320
304,"M51       ","DIG FROM AN OBJECT FALLING IN THE COIL","G70            ","Dig from Object","RF   ",9500,9500
305,"N44       ","SLUDGE STAINS  (brown)","G70            ","Stains","RF   ",3310,3330
306,"N45       ","POLISH GRAIN MARKS","G70            ","WILD GRAIN","GP   ",3510,3510
307,"N46       ","ROLLED SLUDGE","G70            ","Rolled Sludge","RF   ",3310,3330
309,"P43       ","ACID STAINS FROM HAP(DRIP PAN)","G70            ","Stains","RC   ",3320,3320
310,"P44       ","WATER STAINS","G70            ","Stains","RCF  ",3310,3340
311,"P45       ","MANDREL MARKS","G70            ","Mandrel Marks","VAR  ",9500,9500
312,"P46       ","EDGE CRIMP FROM COLLAPSE OF SPIRALS","G70            ","Crimped Edge","ZM   ",3610,3620
313,"P51       ","SLIPS FROM HAP","G70            ","Slips","RC   ",3320,3340
314,"Q01       ","Abnormal Routing","G99            ","Abnormal Routing","VAR  ",0,0
317,"R51       ","SLIPS FROM CAP","G70            ","Slips","RF   ",3310,3330
318,"S44       ","STAINS FROM SLITTER HEAD IN FINISH LINE","G70            ","Nitrogen Stains","SL   ",4210,4320
319,"S45       ","TRANSVERSE MARK FROM Z.M.","G70            ","Roll Mark","ZM   ",3610,3660
322,"S53       ","DEFECT FROM SL2 (63) / SL3 BELT BRIDLE (50)","G70            ","Dents","SL   ",4320,4320
323,"S57       ","FELT LINE SCRATCHES FROM S.L.","G70            ","Scratches","SL   ",4310,4320
324,"T44       ","SCOTCH BRITE STAIN FROM SKIN PASS","G70            ","Stains","SKP  ",3310,3310
325,"T51       ","SLIPS FROM FINISH LINES","G70            ","Slips","CS   ",4210,4350
326,"U51       ","SCRATHCES FROM HAP(CAUSED BY EDGE WAVES FROM HMILL","G72            ","Slips","LC   ",2410,2410
327,"X51       ","FRICTION SLIPS FROM NO INTERLEAVE PAPER","G70            ","Slips","VAR  ",3610,3660
328,"Y44       ","STAINS FROM FINISHING LINE","G70            ","Stains","SL   ",4210,4320
331,"Z01       ","BLISTERS IN GENERAL","G99            ","Blisters","VAR  ",9500,9500
332,"Z02       ","scratch in general   with leader approval","G70            ","Scratches","VAR  ",0,0
333,"Z03       ","WRINKLES IN GENERAL","G70            ","Wrinkles","VAR  ",9500,9500
334,"Z11       ","GREASE STAINS FROM Z-MILL","G70            ","Stains","ZM   ",3610,3620
337,"Z44       ","Stains in general","G70            ","Stains","VAR  ",0,0
338,"Z45       ","roll mark in general   with leader approval","G70            ","Roll Mark","VAR  ",0,0
339,"Z48       ","ROLLED PAPER IN GENERAL","G70            ","Rolled Paper","ZM   ",3610,3620
340,"Z49       ","BREAK IN INTERLEAVE PAPER/PAPER CHANGE","G70            ","Paper Break","VAR  ",9500,9500
341,"Z51       ","Digs in general    with leader approval","G70            ","Slips","VAR  ",0,0
343,"Z64       ","chatter in general   with leader approval","G70            ","ZM Chatter","VAR  ",0,0
344,"Z67       ","TELESCOPE","G99            ","Oscillation/Telescope","VAR  ",9500,9500
345,"Z68       ","OSCILLATION","G99            ","Oscillation/Telescope","VAR  ",9500,9500
346,"Z69       ","OSCILLATING TELESCOPE","G99            ","Oscillation/Telescope","VAR  ",9500,9500
347,"Z70       ","CORRECTABLE OSCILLATION FROM HOT MILL",NULL,NULL,"VAR  ",2410,2410
348,"Z99       ","Unknown Defect from CM,QC or  Insp Shift lead only","G99            ","Unknown Defect","VAR  ",0,0
349,"001       ","INSPECTION FAILED TO IDENTIFY DEFECT","G99            ","Inspection Failed To Identify Defect","QA   ",0,0
350,"002       ","INCORRECT INSPECTION STANDARD","G99            ","Incorrect Inspection Standard","QA   ",0,0
351,"003       ","INCORRECT QUALITY CONTROL RELEASE/QC Error","G99            ","Incorrect QC Release","QA   ",0,0
352,"004       ","INCORRECT QUALITY CONTROL STANDARD","G99            ","Incorrect QC Standard","QA   ",0,0
353,"005       ","ERRORS, MATERIAL CONTROL","G99            ","Errors, Material Control","QA   ",0,0
354,"006       ","ERRORS, CUSTOMER SERVICE","G99            ","Errors Customer Service","QA   ",0,0
355,"007       ","ERRORS, OPERATIONS","G99            ","Error, Operations","QA   ",0,0
356,"008       ","OPERATIONS DEFECTS","G99            ","Operations Defect","QA   ",0,0
357,"009       ","UNRESOLVED","G99            ","Unresolved","QA   ",0,0
358,"010       ","TRAFFIC ERROR","G99            ","Traffic Error","QA   ",0,0
359,"011       ","HOT MILL ERROR","G72            ","Hot Mill Error","LC   ",0,0
360,"020       ","DEFECT FROM CRANE","G70            ","Defect from Crane","VAR  ",0,0
361,"021       ","DEFECT FROM LINE 3320","G70            ","3320","RC   ",0,0
362,"022       ","DEFECT FROM LINE 3310","G70            ","3310","RF   ",0,0
363,"023       ","DEFECT FROM LINE 3610","G70            ","3610","ZM   ",0,0
364,"024       ","DEFECT FROM LINE 3620","G70            ","3620","ZM   ",0,0
365,"025       ","DEFECT FROM LINE 3510","G76            ","3510","GP   ",0,0
366,"026       ","DEFECT FROM LINE 4310","G70            ","4310","SL   ",4310,4310
367,"027       ","DEFECT FROM LINE 4320","G70            ","4320","SL   ",4320,4320
368,"028       ","DEFECT FROM LINE 4210","G70            ","4210","SL   ",4210,4210
369,"029       ","DEFECT FROM LINE 4600","G70            ","4600","VAR  ",0,0
370,"030       ","DEFECT FROM SUPPLIER","G99            ","Supplier","VAR  ",0,0
371,"031       ","DEFECTS FROM LINE 0500","G70            ","Shipping","VAR  ",0,0
372,"032       ","INSPECTION ERROR","G99            ","Inspection Error","QA   ",0,0
373,"033       ","QUALITY CONTROL ERROR","G99            ","QC Error","VAR  ",0,0
374,"034       ","OUTSIDE PROCESSOR error/MISSED BY OUTSIDE PROC","G99            ","OutProcessor Defect","VAR  ",0,0
375,"035       ","HOT ROLLING MILL DEFECT","G72            ","Hot Mill","LC   ",0,0
376,"101       ","Routing to other line(NOT Z-Mill) for Oscillation",NULL,NULL,"NAP  ",0,0
377,"102       ","Routing to other line(NOT Z-Mill) for Heavy Ends",NULL,NULL,"NAP  ",0,0
378,"103       ","Routing to other line(NOT Z-Mill) for Edge Cracks",NULL,NULL,"NAP  ",0,0
379,"104       ","REPROCESS IN HOTAP FOR QUALITY",NULL,NULL,"NAP  ",0,0
380,"105       ","REPROCESS IN HOTAP FOR LEADERSTRIPS,BAD ON 1ST RUN","G98            ","Reprocess for Leaderstrips","NAP  ",0,0
381,"106       ","REPROCESS IN HOTAP FOR LEADERSTRIP,WC 61 IN 1STRUN",NULL,NULL,"NAP  ",0,0
382,"110       ","CHANGE ROUTING DUE CHANGE IN FINAL THICKNESS@ZMILL",NULL,NULL,"NAP  ",0,0
383,"120       ","ROUTING TO Z-MILL DUE TO POOR QUALITY AT CAP","G70            ","Abnormal Routing","NAP  ",0,0
384,"121       ","ROUTING TO OTHER LINE,NOT ZMILL, FOR POOR QUALITY",NULL,NULL,"NAP  ",0,0
385,"130       ","REPROCESS @ GP FOR POOR POLISH",NULL,NULL,"NAP  ",0,0
386,"131       ","REPROCESS @ GP FOR GP STAINS",NULL,NULL,"NAP  ",0,0
387,"140       ","ROUTING TO SL, FOR DIVISIONS TO MEET CUSTOMER REQ.","G99            ","Inspection","NAP  ",0,0
388,"141       ","ROUTING TO SL, FOR DIVISIONS TO REMOVE DEFECT",NULL,NULL,"NAP  ",0,0
389,"142       ","ROUTING TO SL, FOR DEFECT SAMPLE",NULL,NULL,"NAP  ",0,0
390,"143       ","ROUTING TO SL, FOR LAB SAMPLE","G70            ","Sample for Lab","NAP  ",0,0
391,"144       ","ROUTING TO SL, RESTENCILLING, INCORRECT 1ST RUN","G99            ","Inspection","NAP  ",0,0
392,"145       ","ROUTING TO SL, REINSPECTION",NULL,NULL,"NAP  ",0,0
393,"146       ","ROUTING TO SL, CUTOUT DIVISIONS FOR FURTHER PROCES",NULL,NULL,"NAP  ",0,0
394,"147       ","ROUTING TO SL, CHANGE ID FOR FURTHER PROCESS",NULL,NULL,"NAP  ",0,0
395,"201       ","CONE (DIFFERENT WIDTHS WITHIN THE SAME SLAB)","G71            ","Cone","AC   ",0,0
396,"202       ","POSSIBLE TRANSITION SLAB","G71            ","MIXTURE OF STEEL WITHIN THE SAME SLAB","AC   ",0,0
397,"203       ","POSSIBLE STEEL TYPE DIFF. ACCORDING TO X-RAY ANAL.","G71            ","Different Steel Type","AC   ",0,0
398,"204       ","WEIGHT OF SLAB DIFFERENT THAN PROGRAMMED","G71            ","Weight Different Than Programmed","AC   ",0,0
399,"251       ","BROKEN SLAB IN PRE-HEAT FURNACE","G72            ","Broken Slab","LC   ",0,0
400,"252       ","DROPPED SLAB IN PRE-HEAT FURNACE","G72            ","Dropped Slab in Preheat Furnace","LC   ",0,0
401,"253       ","WITHOUT ROLLING (RETURN TO PRE-HEAT FURNACE)","G72            ","Roll Mark","LC   ",0,0
402,"254       ","ZONE OF SLAB WITHOUT ROLLING","G72            ","Without Rolling","LC   ",0,0
403,"255       ","REJECTED FROM ROUGHING MILL WITH ROLLING","G72            ","Reject from Roughing Mill","LC   ",0,0
404,"256       ","GRAZING OF THE BAND WITH THE SIDE GUIDES","G72            ","GRAZING OF THE BAND WITH THE SIDE GUIDES","LC   ",0,0
405,"257       ","STEPPING OF THICKNESS IN THE BAND","G72            ","Irregular Thickness","LC   ",0,0
406,"258       ","CONE FROM HOT ROLLING","G72            ","Cone","LC   ",0,0
407,"259       ","EXCESSIVE DIFFERENCE IN WIDTH FROM HOT ROLLING","G72            ","Difference in Widths","LC   ",0,0
408,"260       ","IRREGULAR THICKNESS FROM H.R. (WITHIN TOLERANCES)","G72            ","OOT in Thickness","LC   ",0,0
409,"301       ","IRREGULAR POLISHING","G70            ","Poor Polish","GP   ",0,0
410,"303       ","DIFFERENT WIDTHS IN THE BAND FROM HOTROLLING","G70            ","Difference in Widths","LC   ",0,0
411,"304       ","IRREGULAR THICKNESS FROM C.R.","G70            ","OOT in Thickness","ZM   ",0,0
412,"305       ","EXCESSIVE CONE (WITHOUT SLEEVE)","G70            ","Excess Cone","ZM   ",0,0
413,"306       ","EXCESSIVE CONE (WITH SLEEVE)","G70            ","Excess Cone","ZM   ",0,0
414,"307       ","DISPLACEMENT OF THE BAND IN THE Z.M.","G70            ","Displacement of Band","ZM   ",0,0
415,"308       ","CUTS IN FIRST PASS ON Z.M.","G70            ","CUTS IN FIRST PASS ON Z.M.","ZM   ",0,0
416,"309       ","CUTS IN OTHER PASSES ON Z.M.","G70            ","CUTS IN OTHER PASSES ON Z.M.","ZM   ",0,0
417,"310       ","TWO BROKEN LEADER-STRIPS IN G.P.","G70            ","Defective Leaders","GP   ",0,0
418,"311       ","ONE BROKEN LEADER-STRIP IN G.P.","G70            ","Broken Leader","GP   ",0,0
419,"312       ","TWO BROKEN LEADER-STRIPS IN Z.M.","G70            ","Defective Leaders","ZM   ",0,0
420,"313       ","ONE BROKEN LEADER-STRIP IN Z.M.","G70            ","Broken Leader","ZM   ",0,0
421,"314       ","BROKEN BAND IN Z.M. FINAL","G70            ","Broken Band","ZM   ",0,0
422,"315       ","BROKEN BAND IN Z.M. FINAL WITH DEFECTIVE FEET","G70            ","Broken Band","ZM   ",0,0
423,"316       ","BROKEN BAND IN Z.M. INTERMEDIATE","G70            ","Broken Band","ZM   ",0,0
424,"317       ","BROKEN BAND IN Z.M. INT. WITH DEFECTIVE FEET","G70            ","Broken Band","ZM   ",0,0
425,"318       ","IRREGULAR THICKNESSES FROM HOTROLL OR BELL ANNEAL","G70            ","OOT in Thickness","LC   ",0,0
426,"319       ","LENGTH OF COIL SCRAPPED DUE TO SHAPE PROBLEMS","G70            ","Poor Shape","ZM   ",0,0
427,"320       ","HEAD OR TAIL NOT ROLLED DUE TO OOT IN THICKNESS HR","G70            ","OOT Thickness (Head/Tail)","LC   ",0,0
428,"321       ","HEAD OR TAIL NOT ROLLED DUE TO CUTS",NULL,NULL,"ZM   ",0,0
429,"322       ","HEAD OR TAIL NOT ROLLED DUE TO CENTERING ZM","G72            ","Camber","ZM   ",0,0
430,"323       ","HEAD OR TAIL NOT ROLLED DUE TO CENTERING FROM HAP",NULL,NULL,"RC   ",0,0
431,"402       ","ABNORMAL SPEED","G70            ","Abnormal Speed","RCF  ",0,0
432,"403       ","Slowdown of the Line","G70            ","Abnormal Furnace Temperature","RCF  ",0,0
433,"405       ","ZONE WITHOUT SIDETRIMMING (INDICATE CAUSE)","G70            ","Without Side Trimming","RF   ",0,0
434,"406       ","ONE BROKEN LEADER-STRIP WELDED IN HOT A.P.","G70            ","Broken Leader","RC   ",0,0
435,"407       ","Strip Break:  AP Lines","G70            ","Broken Band","RCF  ",0,0
436,"408       ","TWO BROKEN LEADER-STRIPS WELDED IN HOT A.P.","G70            ","Defective Leaders","RC   ",0,0
437,"409       ","WITHOUT ANNEALING","G70            ","Without Annealing","RCF  ",0,0
438,"410       ","WITHOUT S.K.P.","G70            ","Without Skin Pass","RF   ",0,0
439,"412       ","ZONE OF THE BAND WITHOUT S.K.P.","G70            ","Without Skin Pass","RF   ",0,0
440,"413       ","ONE SHORT LEADER-STRIP WELDED AT HOT A.P.","G70            ","ONE SHORT LEADER-STRIP WELDED AT HOT A.P.","RC   ",0,0
441,"414       ","ONE NARROW LEADER-STRIP WELDED AT HOT A.P.","G70            ","ONE NARROW LEADER-STRIP WELDED AT HOT A.P.","RC   ",0,0
442,"415       ","TWO SHORT LEADER-STRIPS WELDED AT HOT A.P.","G70            ","Defective Leaders","RC   ",0,0
443,"416       ","TWO NARROW LEADER-STRIPS WELDED AT HOT A.P.","G70            ","Defective Leaders","RC   ",0,0
444,"440       ","MECHANICAL PROPERTIES OUT OF SPECIFICATIONS","G70            ","Mechanical Properties OOT","RCF  ",0,0
445,"501       ","LACK OF PROPER REDUCTION IN S.K.P.","G70            ","Poor Skin Pass","SKP  ",0,0
446,"601       ","POOR STACKING OF SHEETS AT C.S.","G70            ","Poor Stacking","CS   ",0,0
447,"602       ","REDUCED WIDTH","G70            ","Reduced Width","CS   ",0,0
448,"603       ","DIFFERENT WIDTHS BETWEEN FACES (PLASMA CUTTER)","G72            ","Difference in Widths","CS   ",0,0
450,"701       ","BROKEN SLEEVE","G70            ","Broken Sleeve","SL   ",0,0
451,"800       ","Strip Temperature OOT (Downcoiler)","G72            ","OOT in Temperature","LC   ",0,0
452,"801       ","SHOT BLAST CURRENT OUT OF TOLERANCE (SPECIFY UNIT)","G99            ","Shot Blast","RF   ",0,0
453,"802       ","HF CONCENTRATION OUT OF TOLERANCE (SPECIFY TANK)","G99            ","HF Concentration OOT","RF   ",0,0
454,"803       ","HNO3 CONCENTRATION OUT OF TOLERANCE (SPECIFY TANK)","G99            ","Nitric Acid OOT","RF   ",0,0
455,"804       ","METALS CONTENT ABOVE MAXIMUM (SPECIFY TANK)","G99            ","METALS CONTENT ABOVE MAXIMUM (SPECIFY TANK)","RF   ",0,0
456,"805       ","ACID TEMPERATURE OUT OF TOLERANCE (SPECIFY TANK)","G99            ","Acid Temperature OOT","RF   ",0,0
457,"806       ","ELECTROLYTIC CURRENT OUT OF TOL. (SPECIFY TANK)","G99            ","Pickling Current OOT","RF   ",0,0
458,"807       ","SURFACE ROUGHNESS OUT OF TOLERANCE (POLISHED MAT.)","G99            ","OOT in Finish","GP   ",0,0
459,"901       ","Wedge","G72            ","Wedge","VAR  ",0,0
460,"902       ","Change of Programmed Thickness","G99            ","CHANGE OF PROGRAMMED THICKNESS","VAR  ",0,0
461,"903       ","Stoppage or Failure of the Line","G99            ","Process Stop","RCF  ",3310,3340
462,"904       ","Division for Stoppage or Failure of the Line","G99            ","DIVISION FOR STOPPAGE OR FAILURE OF THE LINE","RCF  ",3310,3340
463,"905       ","Outside Coil Diameter very Large","G99            ","OD too Large","VAR  ",0,0
464,"906       ","Poor Coiling","G99            ","Poor Coiling","VAR  ",0,0
465,"907       ","Division for Inspection or Quality Control","G99            ","DIVISION FOR INSPECTION OR QUALITY CONTROL","VAR  ",0,0
466,"908       ","Inside Diameter < 24","G99            ","ID less than 24 Inches","VAR  ",0,0
467,"909       ","Sticking paper","G70            ","Sticking Paper","VAR  ",0,0
468,"910       ","Without Two Leader-Strips","G70            ","Without Two Leaders","VAR  ",0,0
469,"911       ","Without One Leader-Strip","G70            ","Without One Leader","VAR  ",0,0
470,"912       ","Oval Shaped Coil","G70            ","Oval Shaped Coil","VAR  ",0,0
471,"913       ","Very Large Inside Diameter","G70            ","ID Too Large","VAR  ",0,0
472,"914       ","Without Test Sample","G99            ","Test Sample","VAR  ",0,0
473,"915       ","Lack of Tension","G70            ","Lack of Tension","VAR  ",0,0
474,"916       ","Without Side-Trimming","G70            ","Without Side Trimming","VAR  ",0,0
475,"917       ","UnRolled Coil","G70            ","Unrolled Coil","VAR  ",0,0
476,"918       ","Change of Faces","G70            ","Change of Face","VAR  ",0,0
477,"919       ","Without Paper or Plastic","G70            ","W/O Paper or Plastic","VAR  ",0,0
478,"920       ","Collapse of Spirals","G70            ","COLLAPSE OF SPIRALS","VAR  ",0,0
479,"921       ","Very Small Coil: < 3 Tons","G70            ","Very Small Coil","VAR  ",0,0
480,"922       ","Coil Location not known","G99            ","COIL LOCATION NOT KNOWN","VAR  ",0,0
481,"923       ","Surface Finish Different than Programmed","G99            ","Finish Different Than Programmed","VAR  ",0,0
482,"924       ","Lack of Plastic in Storage","G70            ","Lack of Plastic","VAR  ",0,0
483,"925       ","Lack of Plastic in Edges and/or Width","G70            ","Lack of Plastic","VAR  ",0,0
484,"926       ","Incorrectly Marked","G99            ","Incorrect Marking","VAR  ",0,0
485,"927       ","Lack of Marking","G99            ","Incorrect Marking","VAR  ",0,0
486,"928       ","Inadequate Quality","G99            ","Inadequate Quality","VAR  ",0,0
487,"929       ","Bubbles in the Plastic","G70            ","Bubbles in Plastic","VAR  ",0,0
488,"930       ","Displacement of the Band","G99            ","Displacement of Band","VAR  ",0,0
489,"931       ","Broken Band for Stoppage or Failure of the Line","G99            ","Broken Band","VAR  ",0,0
490,"932       ","Difference in Weight","G99            ","Weight Discrepancy","VAR  ",0,0
491,"933       ","Lack of Weighing at Scale","G99            ","Coil not Weighed","VAR  ",0,0
492,"934       ","Division for Defects in the Coil (Indicate Defect)","G99            ","DIVISION FOR DEFECTS IN THE COIL (INDICATE DEFECT)","ZM   ",0,0
493,"935       ","Coil without Inspection (Indicate Cause)","G99            ","Coil Without Inspection","VAR  ",0,0
494,"936       ","Inside Diameter < 30 for Black Coil","G72            ","INSIDE DIAMETER < 30 FORBLACKCOIL","LC   ",0,0
495,"937       ","Special Markings Requested by Customer","G99            ","Special Markings","VAR  ",0,0
496,"938       ","Poor Centering","G99            ","Poor Centering","VAR  ",0,0
497,"939       ","Thickness Different than that shown in Prod Hist.","G99            ","Thickness Different Than Programmed","VAR  ",0,0
498,"941       ","Incorrect Packaging","G70            ","Incorrect Packaging","VAR  ",0,0
499,"942       ","Incorrect Material Shipped on Order","G99            ","Inc Mat'l Ship on Order","NAP  ",0,0
500,"943       ","Double Shipment-Order Duplicated","G99            ","Double Shipment","NAP  ",0,0
501,"944       ","Incorrect Order Information","G99            ","Incorrect Order Information","VAR  ",0,0
502,"945       ","Under/Over Min/Max Weight Limits.","G99            ","Under/Over Min/Max Weights","NAP  ",0,0
503,"946       ","Customer Scrap Allowance","G99            ","Scrap Allowance","VAR  ",0,0
504,"947       ","Pits from Cold Rolling","G99            ","Pits","VAR  ",0,0
505,"948       ","DAMAGE DURING SHIPPMENT","G99            ","Damaged During Shipment","VAR  ",0,0
506,"949       ","INCORRECT CHEMISTRY","G99            ","Incorrect Chemistry","AC   ",0,0
507,"950       ","NO DEFECT SEEN AT NAS","G99            ","No Defect Seen at NAS","QA   ",0,0
508,"951       ","COILS TO BE REPARKED(DAMAGED OR INCORRECTLY PARKED",NULL,NULL,"VAR  ",0,0
509,"952       ","BOXES TO BE REPARKED(DAMAGED OR INCORRECTLY PARKED","G70            ","BOXES TO BE REPARKED(DAMAGED OR INCORRECTLY PARKED","VAR  ",0,0
510,"953       ","Inspector not present",NULL,NULL,"VAR  ",3500,3520
511,"954       ","Poor Weldability","G99            ","Poor Weldability","VAR  ",0,0
512,"955       ","Incorrect Grade Shipped","G99            ","Incorrect Grade Shipped","VAR  ",0,0
513,"956       ","Incorrect Width Shipped","G99            ","Incorrect Width Shipped","VAR  ",0,0
514,"957       ","Incorrect Finish Shipped","G99            ","Incorrect finish shipped","VAR  ",0,0
515,"958       ","Incorrect Quality Shipped","G99            ","Incorrect Quality","VAR  ",0,0
516,"959       ","Incorrect Tolerance Shipped","G99            ","Incorrect tolerance shipped","VAR  ",0,0
517,"960       ","INCORRECT GAUGE SHIPPED","G99            ","Incorrect Gauge shipped","VAR  ",0,0
716,"C95       ","Center Buckle 1 to 6",NULL,NULL,"LC   ",2410,2410
518,"961       ","INCORRECT COATING-NO PVC/PVC","G99            ","Incorrect Coating-No PVC","VAR  ",0,0
519,"962       ","INCORRECT LOADING","G99            ","Incorrect Loading","VAR  ",0,0
520,"963       ","INCORRECT LENGTH","G99            ","Incorrect Length","VAR  ",0,0
521,"964       ","MATERIAL FAILURE UPON FORMING","G99            ","Material failure upon forming","VAR  ",0,0
522,"965       ","POOR PACKAGING (COILS)","G70            ","Poor Packaging (Coils)","VAR  ",0,0
523,"966       ","POOR PACKAGING (MULTS)","G70            ","Poor Packaging-Mults","VAR  ",0,0
524,"967       ","POOR PACKAGING (BOXES)",NULL,NULL,"VAR  ",0,0
525,"968       ","COIL MOVED DURING ROLLING AT ZMILL",NULL,NULL,"VAR  ",0,0
526,"969       ","POOR SHAPE - DIFFICULT TO COLD ROLL","G70            ","POOR SHAPE - DIFFICULT TO COLD ROLL","LC   ",0,0
527,"970       ","UNSCHEDULED GAUGE CHANGE HM (ROLLING PROBLEMS)","G72            ","Unscheduled Gauge Change HM","LC   ",0,0
528,"971       ","SCHEDULED GAUGE CHANGE HM",NULL,NULL,"LC   ",0,0
529,"972       ","BROKEN BANDS/SPRUNG COIL","G99            ","Broken bands/Sprung Coil","VAR  ",0,0
530,"973       ","Reject Slab",NULL,NULL,"LC   ",0,0
531,"974       ","Reject Slab from R/M with Rolling (Scrap/Cobble)",NULL,NULL,"LC   ",0,0
532,"975       ","Reject or Unscheduled Plate from Finishing Mill","G72            ","REJECT PLATE FROM FINISHING MILL","LC   ",0,0
533,"976       ","Reject Coil (Scrap/Coil)",NULL,NULL,"VAR  ",0,0
534,"977       ","INSUFFICIENT ROUGHNESS-DRAWING","G99            ","Insufficient Roughness-Drawing","ZM   ",0,0
535,"980       ","not ran as programmed - non-programmed backoff","G99            ","Coil not Ran as Programmed","VAR  ",0,0
536,"990       ","CHECK CHEMISTRY; MISMATCH WITH LADLE; NO ORDERS",NULL,NULL,"QA   ",0,0
537,"991       ","MISSING CHEMISTRY",NULL,NULL,"VAR  ",0,0
538,"994       ","Mid coil finish line inspection",NULL,NULL,"VAR  ",0,0
539,"995       ","Poor Polish by Customer","G99            ","Poor polish by customer","VAR  ",0,0
540,"996       ","Commercial Resolution / Traffic Resolution","G99            ","Commercial Claim","VAR  ",0,0
541,"997       ","Non-Standard Stock","G99            ","Non-Standard Stock","QA   ",0,0
542,"998       ","OP/INSP OUT PERFORMING OPERATION DUTIES","G99            ","NOT Suitable for Certain Customers","VAR  ",3310,3320
543,"999       ","QC code only","G99            ","Material held for QC","VAR  ",0,0
544,"L04       ","WRINKLES FROM SKP#2","G70            ","Wrinkles","SKP  ",4120,4120
545,"H16       ","Partial or No Back Pass","G70            ","No/Poor Backpass","GP   ",3510,3520
546,"B98       ","Lack of Diamonds","G72            ","Lack of Diamonds","LC   ",2410,2410
547,"036       ","Defect FROM LINE 4120","G70            ","4120","SKP  ",4120,4120
548,"037       ","DEFECT FROM LINE 4220","G70            ","4220","SL   ",4220,4220
549,"S55       ","MARKS/DENTS FINISH LINE EXIT DEFLECTOR ROLL","G70            ","Dents","SL   ",4210,4340
550,"012       ","Lab Error",NULL,NULL,"QA   ",0,0
551,"P40       ","Standing Water-Edges:  SKP II","G70            ","Stains","SKP  ",4210,4210
552,"993       ","Second Quality Claim","G82            ","Second Quality Claim","VAR  ",0,0
553,"S58       ","MATERIAL RUBBING SEPERATOR RINGS (POSS DAMAGE)","G70            ","Damage edge from seperator ring","SL   ",4310,4320
554,"900       ","Additional Programing Instructions","G99            ","Additional Programing Instructions","VAR  ",0,0
555,"S54       ","Basket Roll Scratch-Slitter","G70            ","Scratches","SL   ",4320,4320
557,"C69       ","Scratches from Plate Line(State Source of Scratch)","G72            ","Scratches-PMP","LC   ",2700,2750
558,"C70       ","Beveled Edge From Plasma Cutting","G72            ","Beveled Edge","LC   ",2750,2750
559,"B90       ","Excessive Residence Time Total - Hot Mill Furnace","G72            ","Excessive Residence Time Total - Hot Mill Furnace","LC   ",2110,2410
560,"038       ","Defect from PMP Shop","G72            ","PMP shop","LC   ",2510,2740
561,"013       ","Hot Mill Operations",NULL,NULL,"LC   ",0,0
562,"A00       ","Transition Bar -- Mixed Grades (legal)","G99            ","Transition Bar","AC   ",0,0
563,"978       ","Incorrect Sheet Count","G70            ","Incorrect Sheet Count","CS   ",4210,4220
